id, given_name, preferred_name, surname, match
1286, Gordon, Gordon Soto, Soto, no
1287, Scott, Scott Moran, Moran, no
1288, Todd, Todd Petty, Petty, no
1289, Tracy, Tracy Jackson, Jackson, no
1290, Bryan, Bryan Wright, Wright, no
1291, Charles, Charles Martin, Martin, no
1292, Kaitlyn, Kaitlyn Reeves, Reeves, no
1293, Robert, Robert Shepherd, Shepherd, no
1294, Rebecca, Rebecca George, George, no
1295, Adam, Adam Martin, Martin, no
1296, Crystal, Crystal Harris, Harris, no
1297, Terri, Terri Dawson, Dawson, no
1298, Sonya, Sonya Stone, Stone, no
1299, Leslie, Leslie Patterson, Patterson, no
1300, Betty, Betty Griffith, Griffith, no
1301, Isaac, Isaac Knox, Knox, no
1302, Logan, Logan Williams, Williams, no
1303, Madison, Madison Brown, Brown, no
1304, Brandi, Brandi Horn, Horn, no
1305, Tyler, Tyler Morris, Morris, no
1306, James, James Moore, Moore, no
1307, Robert, Robert Bernard, Bernard, no
1308, Emily, Emily Hall, Hall, no
1309, Lori, Lori Johnson, Johnson, no
1310, Jesse, Jesse Myers, Myers, no
1311, Wesley, Wesley Arnold, Arnold, no
1312, Cory, Cory Green, Green, no
1313, Michael, Michael Marshall, Marshall, no
1314, Kathleen, Kathleen Lewis, Lewis, no
1315, Raymond, Raymond Fitzgerald, Fitzgerald, no
1316, Joseph, Joseph Mills, Mills, no
1317, Christopher, Christopher Rogers, Rogers, no
1318, Richard, Richard White, White, no
1319, Jennifer, Jennifer Welch, Welch, no
1320, James, James George, George, no
1321, Mary, Mary Jackson, Jackson, no
1322, Nicholas, Nicholas Butler, Butler, no
1323, Elizabeth, Elizabeth Daugherty, Daugherty, no
1324, Ronnie, Ronnie Smith, Smith, no
1325, Mary, Mary Nunez, Nunez, no
1326, Jerry, Jerry Webb, Webb, no
1327, Daniel, Daniel Martinez, Martinez, no
1328, Raymond, Raymond Ferguson, Ferguson, no
1329, Tricia, Tricia Allen, Allen, no
1330, Adam, Adam Lee, Lee, no
1331, Wanda, Wanda Miller, Miller, no
1332, Erika, Erika Gutierrez, Gutierrez, no
1333, Mia, Mia James, James, no
1334, Kathleen, Kathleen Zuniga, Zuniga, no
1335, Krystal, Krystal Richardson, Richardson, no
1336, Dakota, Dakota Rodgers, Rodgers, no
1337, Holly, Holly Chandler, Chandler, no
1338, Angela, Angela Martinez, Martinez, no
1339, Sophia, Sophia Page, Page, no
1340, Ashley, Ashley Macias, Macias, no
1341, Mark, Mark Sanchez, Sanchez, no
1342, Kristen, Kristen Gutierrez, Gutierrez, no
1343, Robin, Robin Boone, Boone, no
1344, Robert, Robert Long, Long, no
1345, Danielle, Danielle Walker, Walker, no
1346, Tammy, Tammy Phillips, Phillips, no
1347, Monica, Monica Williams, Williams, no
1348, Jessica, Jessica Davidson, Davidson, no
1349, Jesus, Jesus Rogers, Rogers, no
1350, Lance, Lance Williams, Williams, no
1351, Michelle, Michelle Cook, Cook, no
1352, Heather, Heather Miller, Miller, no
1353, Sue, Sue Holland, Holland, no
1354, Stephanie, Stephanie Odonnell, Odonnell, no
1355, Rebecca, Rebecca Blair, Blair, no
1356, William, William Wood, Wood, no
1357, Sara, Sara Mccullough, Mccullough, no
1358, Joseph, Joseph Olson, Olson, no
1359, James, James Stone, Stone, no
1360, Stanley, Stanley Phillips, Phillips, no
1361, Eric, Eric Baker, Baker, no
1362, Randy, Randy Woods, Woods, no
1363, Christopher, Christopher Lindsey, Lindsey, no
1364, Jeffery, Jeffery Johnson, Johnson, no
1365, Colleen, Colleen Wilson, Wilson, no
1366, Kristen, Kristen Smith, Smith, no
1367, Brendan, Brendan Warner, Warner, no
1368, David, David Roberts, Roberts, no
1369, David, David Powell, Powell, no
1370, Christine, Christine Fitzgerald, Fitzgerald, no
1371, Jessica, Jessica Ho, Ho, no
1372, Steven, Steven Wheeler, Wheeler, no
1373, Olivia, Olivia Roberts, Roberts, no
1374, Stephen, Stephen Wilson, Wilson, no
1375, James, James Jefferson, Jefferson, no
1376, Jessica, Jessica Taylor, Taylor, no
1377, Matthew, Matthew Stewart, Stewart, no
1378, Grant, Grant Roberts, Roberts, no
1379, Charles, Charles Thomas, Thomas, no
1380, James, James Peterson, Peterson, no
1381, Bethany, Bethany Rivera, Rivera, no
1382, Philip, Philip Koch, Koch, no
1383, Tanya, Tanya Harris, Harris, no
1384, John, John Hawkins, Hawkins, no
1385, Cathy, Cathy Kim, Kim, no
1386, Eileen, Eileen Stevens, Stevens, no
1387, Terri, Terri Price, Price, no
1388, Kim, Kim Decker, Decker, no
1389, Jennifer, Jennifer Foley, Foley, no
1390, Patricia, Patricia Brown, Brown, no
1391, Zachary, Zachary Murphy, Murphy, no
1392, Stephen, Stephen Willis, Willis, no
1393, Clifford, Clifford Young, Young, no
1394, Anthony, Anthony Rogers, Rogers, no
1395, Steven, Steven Little, Little, no
1396, Michelle, Michelle Thompson, Thompson, no
1397, Christopher, Christopher Bell, Bell, no
1398, Juan, Juan Calhoun, Calhoun, no
1399, Bradley, Bradley Cox, Cox, no
1400, James, James Rodriguez, Rodriguez, no
1401, Cheryl, Cheryl Jones, Jones, no
1402, Eric, Eric Mckee, Mckee, no
1403, Rachel, Rachel Ortiz, Ortiz, no
1404, Ana, Ana Gillespie, Gillespie, no
1405, Charles, Charles Miller, Miller, no
1406, Lisa, Lisa Howard, Howard, no
1407, Sandra, Sandra Spence, Spence, no
1408, Judith, Judith Colon, Colon, no
1409, Danielle, Danielle Noble, Noble, no
1410, Phillip, Phillip Alvarado, Alvarado, no
1411, Jessica, Jessica Young, Young, no
1412, Mary, Mary Walker, Walker, no
1413, Joshua, Joshua Freeman, Freeman, no
1414, Amanda, Amanda Jimenez, Jimenez, no
1415, Sarah, Sarah Nguyen, Nguyen, no
1416, Eric, Eric Bush, Bush, no
1417, Ann, Ann Ballard, Ballard, no
1418, Carlos, Carlos Wilson, Wilson, no
1419, Julian, Julian Miller, Miller, no
1420, Justin, Justin James, James, no
1421, Lisa, Lisa Bass, Bass, no
1422, Tyler, Tyler Hawkins, Hawkins, no
1423, Anthony, Anthony Foley, Foley, no
1424, Edward, Edward Chen, Chen, no
1425, Lucas, Lucas Riley, Riley, no
1426, Carrie, Carrie Freeman, Freeman, no
1427, Gary, Gary Brown, Brown, no
1428, Brian, Brian Contreras, Contreras, no
1429, Kristin, Kristin Patel, Patel, no
1430, Troy, Troy Ferguson, Ferguson, no
1431, Adrian, Adrian Arnold, Arnold, no
1432, Rebekah, Rebekah Wilson, Wilson, no
1433, Brandon, Brandon Dunn, Dunn, no
1434, Richard, Richard White, White, no
1435, Mario, Mario Dudley, Dudley, no
1436, Tommy, Tommy Young, Young, no
1437, Phillip, Phillip Martin, Martin, no
1438, Lisa, Lisa Price, Price, no
1439, Brent, Brent Norton, Norton, no
1440, Mark, Mark Hanson, Hanson, no
1441, Jeremy, Jeremy Brown, Brown, no
1442, Hailey, Hailey Nash, Nash, no
1443, Gina, Gina Lopez, Lopez, no
1444, Cheryl, Cheryl King, King, no
1445, Richard, Richard Patton, Patton, no
1446, Joshua, Joshua Torres, Torres, no
1447, Ernest, Ernest Evans, Evans, no
1448, Natalie, Natalie Anderson, Anderson, no
1449, Matthew, Matthew Williams, Williams, no
1450, Kelly, Kelly Houston, Houston, no
1451, Rachel, Rachel Jenkins, Jenkins, no
1452, Patricia, Patricia Webb, Webb, no
1453, Christy, Christy Miller, Miller, no
1454, Steven, Steven Craig, Craig, no
1455, James, James Gordon, Gordon, no
1456, Brent, Brent Rodriguez, Rodriguez, no
1457, Michael, Michael Green, Green, no
1458, Susan, Susan Allen, Allen, no
1459, Patrick, Patrick Griffin, Griffin, no
1460, Anna, Anna Randolph, Randolph, no
1461, Michelle, Michelle Hunter, Hunter, no
1462, Laurie, Laurie Collins, Collins, no
1463, Daniel, Daniel Mann, Mann, no
1464, Abigail, Abigail Merritt, Merritt, no
1465, Patrick, Patrick Rivera, Rivera, no
1466, Gary, Gary White, White, no
1467, Lindsay, Lindsay Harris, Harris, no
1468, Dorothy, Dorothy Blackwell, Blackwell, no
1469, Timothy, Timothy Cook, Cook, no
1470, Jeffrey, Jeffrey Meyer, Meyer, no
1471, Patrick, Patrick Morgan, Morgan, no
1472, Sheila, Sheila Coleman, Coleman, no
1473, Carrie, Carrie Holmes, Holmes, no
1474, Sara, Sara Guerrero, Guerrero, no
1475, Thomas, Thomas Smith, Smith, no
1476, Allison, Allison Lee, Lee, no
1477, Raymond, Raymond Cooper, Cooper, no
1478, Patricia, Patricia Santiago, Santiago, no
1479, Kimberly, Kimberly Scott, Scott, no
1480, Jessica, Jessica Russell, Russell, no
1481, James, James Walter, Walter, no
1482, Elizabeth, Elizabeth Bradley, Bradley, no
1483, Nicholas, Nicholas Johnson, Johnson, no
1484, Edward, Edward Calderon, Calderon, no
1485, James, James Gross, Gross, no
1486, Lauren, Lauren Jackson, Jackson, no
1487, Crystal, Crystal Morris, Morris, no
1488, Mario, Mario Ali, Ali, no
1489, Sherri, Sherri Hopkins, Hopkins, no
1490, Vanessa, Vanessa Murphy, Murphy, no
1491, Jennifer, Jennifer Jones, Jones, no
1492, Kathryn, Kathryn Bailey, Bailey, no
1493, Christopher, Christopher Weaver, Weaver, no
1494, Lindsey, Lindsey Fletcher, Fletcher, no
1495, Albert, Albert Edwards, Edwards, no
1496, Heather, Heather Rodgers, Rodgers, no
1497, Michael, Michael Allen, Allen, no
1498, David, David Johnson, Johnson, no
1499, David, David Rodriguez, Rodriguez, no
1500, Amy, Amy Hart, Hart, no
1501, Heather, Heather Hanson, Hanson, no
1502, Ricky, Ricky Hall, Hall, no
1503, Krista, Krista Olsen, Olsen, no
1504, Morgan, Morgan Farley, Farley, no
1505, Tanner, Tanner Williams, Williams, no
1506, John, John Garcia, Garcia, no
1507, Morgan, Morgan Peterson, Peterson, no
1508, Nicholas, Nicholas Brown, Brown, no
1509, Anthony, Anthony Cruz, Cruz, no
1510, Theresa, Theresa Johnson, Johnson, no
1511, Kelly, Kelly Williams, Williams, no
1512, Eric, Eric Morales, Morales, no
1513, Cory, Cory Johnson, Johnson, no
1514, Blake, Blake Koch, Koch, no
1515, Joshua, Joshua Phillips, Phillips, no
1516, Jose, Jose Allen, Allen, no
1517, Justin, Justin Stone, Stone, no
1518, Jason, Jason Perry, Perry, no
1519, Janice, Janice Flynn, Flynn, no
1520, Julie, Julie Yang, Yang, no
1521, Michael, Michael Brady, Brady, no
1522, Tracy, Tracy Mclaughlin, Mclaughlin, no
1523, Albert, Albert Navarro, Navarro, no
1524, Jennifer, Jennifer Hughes, Hughes, no
1525, Amy, Amy Castaneda, Castaneda, no
1526, Anthony, Anthony Hodges, Hodges, no
1527, Joshua, Joshua Green, Green, no
1528, John, John Garza, Garza, no
1529, Christopher, Christopher Ferguson, Ferguson, no
1530, Kim, Kim Reese, Reese, no
1531, Joseph, Joseph Murray, Murray, no
1532, Ashley, Ashley Nelson, Nelson, no
1533, Melinda, Melinda Jackson, Jackson, no
1534, Nathan, Nathan Sawyer, Sawyer, no
1535, Sarah, Sarah Mcdaniel, Mcdaniel, no
1536, Sherri, Sherri Martinez, Martinez, no
1537, William, William Taylor, Taylor, no
1538, Dawn, Dawn Nelson, Nelson, no
1539, Scott, Scott Lee, Lee, no
1540, Monica, Monica Weiss, Weiss, no
1541, William, William Moreno, Moreno, no
1542, Brent, Brent Johnson, Johnson, no
1543, Antonio, Antonio Juarez, Juarez, no
1544, Rebecca, Rebecca Davis, Davis, no
1545, Jennifer, Jennifer Davis, Davis, no
1546, Elizabeth, Elizabeth Cummings, Cummings, no
1547, Tanya, Tanya Schultz, Schultz, no
1548, Joseph, Joseph Wilkins, Wilkins, no
1549, Crystal, Crystal Petersen, Petersen, no
1550, Robin, Robin Mitchell, Mitchell, no
1551, Martha, Martha Trevino, Trevino, no
1552, Charles, Charles Davidson, Davidson, no
1553, Beth, Beth Martin, Martin, no
1554, Ralph, Ralph Walters, Walters, no
1555, Raymond, Raymond Hunter, Hunter, no
1556, Suzanne, Suzanne Mckinney, Mckinney, no
1557, Shawn, Shawn Jordan, Jordan, no
1558, Dustin, Dustin Cox, Cox, no
1559, John, John Fischer, Fischer, no
1560, Shane, Shane Gomez, Gomez, no
1561, Darryl, Darryl Vasquez, Vasquez, no
1562, Jesse, Jesse Maxwell, Maxwell, no
1563, Stephen, Stephen Herrera, Herrera, no
1564, Christopher, Christopher Doyle, Doyle, no
1565, Zachary, Zachary Mcintyre, Mcintyre, no
1566, Corey, Corey Sanders, Sanders, no
1567, Christian, Christian Kramer, Kramer, no
1568, Makayla, Makayla Johnson, Johnson, no
1569, Amanda, Amanda Morales, Morales, no
1570, Terri, Terri Porter, Porter, no
1571, Jessica, Jessica Miller, Miller, no
1572, Jeffrey, Jeffrey Frost, Frost, no
1573, Amy, Amy Johnson, Johnson, no
1574, Elizabeth, Elizabeth Hall, Hall, no
1575, Carol, Carol Dennis, Dennis, no
1576, Joseph, Joseph Pena, Pena, no
1577, Jillian, Jillian Ross, Ross, no
1578, Toni, Toni Schultz, Schultz, no
1579, Kayla, Kayla Holt, Holt, no
1580, Leslie, Leslie Munoz, Munoz, no
1581, Anthony, Anthony Jones, Jones, no
1582, Kaylee, Kaylee Allen, Allen, no
1583, David, David Parker, Parker, no
1584, Laura, Laura Dixon, Dixon, no
1585, Eric, Eric Davis, Davis, no
1586, Wesley, Wesley Dennis, Dennis, no
1587, Thomas, Thomas Jones, Jones, no
1588, Theresa, Theresa Williams, Williams, no
1589, Shane, Shane Garcia, Garcia, no
1590, Andrew, Andrew Scott, Scott, no
1591, Dale, Dale Mitchell, Mitchell, no
1592, Jennifer, Jennifer Orozco, Orozco, no
1593, Alyssa, Alyssa Woodward, Woodward, no
1594, Robert, Robert Miller, Miller, no
1595, Linda, Linda Esparza, Esparza, no
1596, Samuel, Samuel Bowman, Bowman, no
1597, Thomas, Thomas White, White, no
1598, Stephanie, Stephanie Patterson, Patterson, no
1599, Craig, Craig Owens, Owens, no
1600, Savannah, Savannah Davis, Davis, no
1601, Teresa, Teresa Sullivan, Sullivan, no
1602, Erica, Erica Jordan, Jordan, no
1603, Heather, Heather Gomez, Gomez, no
1604, Raymond, Raymond Smith, Smith, no
1605, Madison, Madison Strickland, Strickland, no
1606, Deborah, Deborah Reynolds, Reynolds, no
1607, Benjamin, Benjamin Alvarado, Alvarado, no
1608, Rebecca, Rebecca Middleton, Middleton, no
1609, Sarah, Sarah Mitchell, Mitchell, no
1610, Crystal, Crystal Padilla, Padilla, no
1611, Darlene, Darlene Vaughan, Vaughan, no
1612, Nancy, Nancy Rodriguez, Rodriguez, no
1613, Lindsey, Lindsey Larson, Larson, no
1614, James, James Martin, Martin, no
1615, Anita, Anita Johnson, Johnson, no
1616, Heather, Heather Carlson, Carlson, no
1617, Tiffany, Tiffany Colon, Colon, no
1618, Victoria, Victoria Simpson, Simpson, no
1619, Kenneth, Kenneth Barron, Barron, no
1620, Alexandra, Alexandra Brown, Brown, no
1621, Christopher, Christopher Arroyo, Arroyo, no
1622, Destiny, Destiny Cox, Cox, no
1623, Bradley, Bradley Reid, Reid, no
1624, Earl, Earl Douglas, Douglas, no
1625, Brian, Brian Kirk, Kirk, no
1626, John, John Jones, Jones, no
1627, Michael, Michael Mcintosh, Mcintosh, no
1628, Zachary, Zachary Brown, Brown, no
1629, Gregory, Gregory White, White, no
1630, Lauren, Lauren Huff, Huff, no
1631, Joyce, Joyce Thompson, Thompson, no
1632, Amber, Amber Spence, Spence, no
1633, Daniel, Daniel Baker, Baker, no
1634, Jonathan, Jonathan Carter, Carter, no
1635, Mary, Mary Mccoy, Mccoy, no
1636, Nathan, Nathan Nunez, Nunez, no
1637, Christopher, Christopher Scott, Scott, no
1638, William, William Baker, Baker, no
1639, Craig, Craig Walker, Walker, no
1640, Robert, Robert Ross, Ross, no
1641, Tracy, Tracy Johnson, Johnson, no
1642, Mitchell, Mitchell Kramer, Kramer, no
1643, Alexander, Alexander Doyle, Doyle, no
1644, Tiffany, Tiffany Johnson, Johnson, no
1645, Jennifer, Jennifer Lee, Lee, no
1646, Paul, Paul Romero, Romero, no
1647, Tanya, Tanya Nielsen, Nielsen, no
1648, Danielle, Danielle Reed, Reed, no
1649, Rebecca, Rebecca Bailey, Bailey, no
1650, Thomas, Thomas Serrano, Serrano, no
1651, Lisa, Lisa Long, Long, no
1652, Karen, Karen Curtis, Curtis, no
1653, Andrea, Andrea Bishop, Bishop, no
1654, Linda, Linda Richardson, Richardson, no
1655, George, George Jones, Jones, no
1656, Robert, Robert Burke, Burke, no
1657, Michelle, Michelle Blake, Blake, no
1658, Ann, Ann Delgado, Delgado, no
1659, Linda, Linda Stewart, Stewart, no
1660, Barbara, Barbara Padilla, Padilla, no
1661, Joshua, Joshua Salas, Salas, no
1662, Stephanie, Stephanie Nelson, Nelson, no
1663, Erika, Erika Allen, Allen, no
1664, Sharon, Sharon Castillo, Castillo, no
1665, Jonathan, Jonathan Davis, Davis, no
1666, Michelle, Michelle Miller, Miller, no
1667, David, David Dunn, Dunn, no
1668, Aaron, Aaron Hartman, Hartman, no
1669, Timothy, Timothy Davis, Davis, no
1670, Kurt, Kurt Nguyen, Nguyen, no
1671, Elizabeth, Elizabeth Burton, Burton, no
1672, Danny, Danny Mahoney, Mahoney, no
1673, Christopher, Christopher Bean, Bean, no
1674, Thomas, Thomas Garcia, Garcia, no
1675, Dalton, Dalton Gomez, Gomez, no
1676, Jeffrey, Jeffrey Huerta, Huerta, no
1677, John, John Rodriguez, Rodriguez, no
1678, Christopher, Christopher West, West, no
1679, Matthew, Matthew Robbins, Robbins, no
1680, Becky, Becky Dennis, Dennis, no
1681, Nathan, Nathan Owens, Owens, no
1682, Melanie, Melanie Potter, Potter, no
1683, Shannon, Shannon Castillo, Castillo, no
1684, Thomas, Thomas Morris, Morris, no
1685, Linda, Linda Evans, Evans, no
1686, Joseph, Joseph Harrison, Harrison, no
1687, Margaret, Margaret Warren, Warren, no
1688, Candice, Candice Garcia, Garcia, no
1689, Julie, Julie Gay, Gay, no
1690, Melinda, Melinda Hernandez, Hernandez, no
1691, Tina, Tina Brennan, Brennan, no
1692, Michelle, Michelle Sanchez, Sanchez, no
1693, Jennifer, Jennifer Morrow, Morrow, no
1694, Shawn, Shawn Nguyen, Nguyen, no
1695, John, John Rubio, Rubio, no
1696, Sierra, Sierra Smith, Smith, no
1697, Charles, Charles Christensen, Christensen, no
1698, Sean, Sean Liu, Liu, no
1699, Chris, Chris Jacobs, Jacobs, no
1700, Margaret, Margaret Bailey, Bailey, no
1701, James, James Day, Day, no
1702, Ronald, Ronald Bautista, Bautista, no
1703, Ricardo, Ricardo Stafford, Stafford, no
1704, Kevin, Kevin Santana, Santana, no
1705, James, James Russell, Russell, no
1706, Austin, Austin Riley, Riley, no
1707, Janice, Janice Nelson, Nelson, no
1708, Rachel, Rachel Smith, Smith, no
1709, David, David Miller, Miller, no
1710, Brandon, Brandon Williams, Williams, no
1711, Nicholas, Nicholas Dennis, Dennis, no
1712, James, James Terry, Terry, no
1713, Eric, Eric Wallace, Wallace, no
1714, Michael, Michael Malone, Malone, no
1715, Sharon, Sharon Potter, Potter, no
1716, Tasha, Tasha Carter, Carter, no
1717, Larry, Larry Cisneros, Cisneros, no
1718, Amber, Amber Wilson, Wilson, no
1719, Matthew, Matthew Jones, Jones, no
1720, Rebecca, Rebecca Baldwin, Baldwin, no
1721, Katherine, Katherine Lang, Lang, no
1722, Jennifer, Jennifer Peck, Peck, no
1723, Melissa, Melissa Bradley, Bradley, no
1724, Brenda, Brenda Ellis, Ellis, no
1725, Jonathan, Jonathan Marquez, Marquez, no
1726, Latasha, Latasha Scott, Scott, no
1727, Kristin, Kristin Harris, Harris, no
1728, David, David Simmons, Simmons, no
1729, Lori, Lori Chung, Chung, no
1730, Bill, Bill Gonzalez, Gonzalez, no
1731, James, James Rhodes, Rhodes, no
1732, Jason, Jason Meadows, Meadows, no
1733, Cynthia, Cynthia Johnson, Johnson, no
1734, Andrew, Andrew Thompson, Thompson, no
1735, Natasha, Natasha Hernandez, Hernandez, no
1736, Dawn, Dawn George, George, no
1737, Joe, Joe Bautista, Bautista, no
1738, Christopher, Christopher Butler, Butler, no
1739, Amanda, Amanda Robles, Robles, no
1740, Thomas, Thomas Clark, Clark, no
1741, Joseph, Joseph Curtis, Curtis, no
1742, Michael, Michael Smith, Smith, no
1743, James, James Mcdonald, Mcdonald, no
1744, Stacy, Stacy Wagner, Wagner, no
1745, Diana, Diana Smith, Smith, no
1746, Jimmy, Jimmy Small, Small, no
1747, Samantha, Samantha Miller, Miller, no
1748, Kevin, Kevin Chaney, Chaney, no
1749, Mary, Mary Sosa, Sosa, no
1750, Jeffrey, Jeffrey Velazquez, Velazquez, no
1751, Traci, Traci Jones, Jones, no
1752, Samantha, Samantha Phillips, Phillips, no
1753, Christopher, Christopher Allen, Allen, no
1754, Christopher, Christopher Ward, Ward, no
1755, Andrew, Andrew Warren, Warren, no
1756, Peter, Peter Hughes, Hughes, no
1757, Cynthia, Cynthia Watson, Watson, no
1758, Rachel, Rachel Hale, Hale, no
1759, Faith, Faith Alexander, Alexander, no
1760, Katrina, Katrina Montoya, Montoya, no
1761, Mark, Mark Long, Long, no
1762, William, William Lewis, Lewis, no
1763, Daniel, Daniel Rodriguez, Rodriguez, no
1764, Samuel, Samuel Singleton, Singleton, no
1765, Douglas, Douglas Cohen, Cohen, no
1766, Susan, Susan Smith, Smith, no
1767, Amy, Amy Scott, Scott, no
1768, Whitney, Whitney Smith, Smith, no
1769, Nancy, Nancy Kline, Kline, no
1770, Adam, Adam Lopez, Lopez, no
1771, Kim, Kim Mcmillan, Mcmillan, no
1772, Gregory, Gregory Coleman, Coleman, no
1773, James, James Miller, Miller, no
1774, Charlotte, Charlotte Lindsey, Lindsey, no
1775, Christian, Christian Myers, Myers, no
1776, John, John Mills, Mills, no
1777, Tammie, Tammie Reilly, Reilly, no
1778, Sarah, Sarah Arroyo, Arroyo, no
1779, Dominic, Dominic Brooks, Brooks, no
1780, Sarah, Sarah Gray, Gray, no
1781, Evan, Evan Buckley, Buckley, no
1782, Daniel, Daniel Webster, Webster, no
1783, Micheal, Micheal Williams, Williams, no
1784, Kelli, Kelli Francis, Francis, no
1785, Collin, Collin Garcia, Garcia, no
1786, Lisa, Lisa Solis, Solis, no
1787, Michael, Michael Coleman, Coleman, no
1788, Gregory, Gregory Mccoy, Mccoy, no
1789, Jeffrey, Jeffrey Wilson, Wilson, no
1790, Rebecca, Rebecca Rose, Rose, no
1791, Leslie, Leslie Chen, Chen, no
1792, Mary, Mary Cochran, Cochran, no
1793, Julia, Julia Norton, Norton, no
1794, Sandra, Sandra Blanchard, Blanchard, no
1795, Thomas, Thomas Estes, Estes, no
1796, Wesley, Wesley Hinton, Hinton, no
1797, James, James Ochoa, Ochoa, no
1798, Keith, Keith Morris, Morris, no
1799, Shannon, Shannon Lawrence, Lawrence, no
1800, Sandra, Sandra Schultz, Schultz, no
1801, Gina, Gina Nguyen, Nguyen, no
1802, Angela, Angela Leblanc, Leblanc, no
1803, Cassandra, Cassandra Williams, Williams, no
1804, Andrew, Andrew Sullivan, Sullivan, no
1805, Amanda, Amanda Benjamin, Benjamin, no
1806, Marc, Marc Cook, Cook, no
1807, Carlos, Carlos Alvarado, Alvarado, no
1808, Mike, Mike Snow, Snow, no
1809, Jesse, Jesse Burgess, Burgess, no
1810, Amber, Amber Fisher, Fisher, no
1811, Susan, Susan Haynes, Haynes, no
1812, Sarah, Sarah Chandler, Chandler, no
1813, David, David Lambert, Lambert, no
1814, Ashley, Ashley Murray, Murray, no
1815, Matthew, Matthew James, James, no
1816, Brandi, Brandi Kennedy, Kennedy, no
1817, Shane, Shane Simpson, Simpson, no
1818, Dennis, Dennis Wang, Wang, no
1819, Nancy, Nancy Barker, Barker, no
1820, Chelsea, Chelsea Cain, Cain, no
1821, Yvonne, Yvonne Matthews, Matthews, no
1822, Kathleen, Kathleen Warren, Warren, no
1823, Andre, Andre Turner, Turner, no
1824, Colleen, Colleen King, King, no
1825, Penny, Penny Rios, Rios, no
1826, Derek, Derek Montoya, Montoya, no
1827, Olivia, Olivia Mccarthy, Mccarthy, no
1828, Matthew, Matthew Bryant, Bryant, no
1829, Sarah, Sarah Bradshaw, Bradshaw, no
1830, Brittany, Brittany Tucker, Tucker, no
1831, Mike, Mike King, King, no
1832, Robert, Robert Fernandez, Fernandez, no
1833, Tom, Tom Lee, Lee, no
1834, Amber, Amber Palmer, Palmer, no
1835, Eric, Eric James, James, no
1836, Jesus, Jesus Greer, Greer, no
1837, Jesse, Jesse Gutierrez, Gutierrez, no
1838, Christopher, Christopher Berry, Berry, no
1839, Scott, Scott Hicks, Hicks, no
1840, Michael, Michael Lara, Lara, no
1841, Ebony, Ebony Ward, Ward, no
1842, Bailey, Bailey Rivas, Rivas, no
1843, Earl, Earl White, White, no
1844, Craig, Craig Ewing, Ewing, no
1845, Justin, Justin Griffith, Griffith, no
1846, William, William Ramirez, Ramirez, no
1847, Jennifer, Jennifer Bauer, Bauer, no
1848, John, John Brown, Brown, no
1849, Ashlee, Ashlee Brown, Brown, no
1850, Kathryn, Kathryn Ramos, Ramos, no
1851, Morgan, Morgan Myers, Myers, no
1852, Nichole, Nichole Norton, Norton, no
1853, Jennifer, Jennifer Scott, Scott, no
1854, Teresa, Teresa Porter, Porter, no
1855, Jacob, Jacob Arias, Arias, no
1856, Melinda, Melinda Deleon, Deleon, no
1857, Leonard, Leonard Lester, Lester, no
1858, Cynthia, Cynthia Merritt, Merritt, no
1859, Haley, Haley Cruz, Cruz, no
1860, Alexandra, Alexandra Moore, Moore, no
1861, Robert, Robert Andersen, Andersen, no
1862, Krista, Krista White, White, no
1863, Teresa, Teresa Wilson, Wilson, no
1864, Pamela, Pamela Arias, Arias, no
1865, Tracey, Tracey Ramirez, Ramirez, no
1866, Stephanie, Stephanie Craig, Craig, no
1867, David, David Wright, Wright, no
1868, Thomas, Thomas Green, Green, no
1869, Peter, Peter Hamilton, Hamilton, no
1870, Matthew, Matthew Shaffer, Shaffer, no
1871, Greg, Greg Smith, Smith, no
1872, Becky, Becky Torres, Torres, no
1873, Nicole, Nicole Tran, Tran, no
1874, Andrew, Andrew Castillo, Castillo, no
1875, Garrett, Garrett Conrad, Conrad, no
1876, Jason, Jason Martin, Martin, no
1877, Amanda, Amanda Mccarthy, Mccarthy, no
1878, Krystal, Krystal Davis, Davis, no
1879, Christian, Christian Clarke, Clarke, no
1880, Michele, Michele Patterson, Patterson, no
1881, Shirley, Shirley Perkins, Perkins, no
1882, John, John Hughes, Hughes, no
1883, Phillip, Phillip Gonzalez, Gonzalez, no
1884, Dennis, Dennis Thompson, Thompson, no
1885, Jessica, Jessica Lee, Lee, no
1886, Pamela, Pamela Norris, Norris, no
1887, Jane, Jane Ward, Ward, no
1888, Jerry, Jerry Cole, Cole, no
1889, Anthony, Anthony Mitchell, Mitchell, no
1890, Allison, Allison Green, Green, no
1891, Daniel, Daniel Cooper, Cooper, no
1892, Russell, Russell Perez, Perez, no
1893, William, William Barry, Barry, no
1894, Alyssa, Alyssa Brown, Brown, no
1895, Kathy, Kathy Lane, Lane, no
1896, Jeremy, Jeremy Gutierrez, Gutierrez, no
1897, Danny, Danny Palmer, Palmer, no
1898, Mary, Mary Bennett, Bennett, no
1899, Alyssa, Alyssa Sheppard, Sheppard, no
1900, Brendan, Brendan Alexander, Alexander, no
1901, Shaun, Shaun Hill, Hill, no
1902, Madeline, Madeline Elliott, Elliott, no
1903, Miguel, Miguel Gardner, Gardner, no
1904, Angel, Angel Rosales, Rosales, no
1905, Lisa, Lisa Dixon, Dixon, no
1906, Jonathan, Jonathan Harris, Harris, no
